product_name,brand_id,category_id,model_year,list_price
kzWeZN,6,9,2016,505
wELOMY,5,8,2003,804
FmHIOa,4,3,2020,745
oLsOBB,6,1,2013,605
gQlMrK,2,9,2015,436
WtWRTS,9,3,2011,605
CBrYBf,9,4,2019,251
UVRQCs,3,2,2010,545
tDfkaJ,5,6,2001,347
RybpdB,9,9,2017,680
OumURb,6,3,2019,523
WhyunC,3,5,2013,883
QtorML,6,9,2001,215
zEASti,8,6,2004,881
QGrDeU,7,1,2016,587
vEjsmH,5,4,2007,408
xEFWvX,7,7,2004,588
fABuBN,2,9,2006,411
CfKiSn,2,9,2003,806
xqPOEr,6,6,2012,244
YKojqq,3,1,2015,333
BKbamH,1,2,2006,731
BsDFJz,8,9,2020,815
fepgYt,2,1,2000,686
yvgNsr,4,8,2010,453
rdotxX,9,9,2000,615
QNsaEx,9,5,2019,892
klxvTE,9,9,2005,858
VlSHgx,5,7,2015,302
PQqCPe,4,4,2020,508
BPPdBC,8,4,2009,826
FUjOMc,3,7,2000,858
qUaijv,4,6,2000,581
iNRrBd,9,7,2016,431
xKnRrx,3,1,2018,809
TtXjdB,8,6,2020,414
mVxAYe,3,7,2018,828
NWpWbk,8,9,2014,889
NovPBU,4,3,2012,522
UdVFjx,2,3,2011,728
pdBqUB,4,5,2016,882
LZiEMs,6,9,2000,823
kjTSgz,2,8,2000,263
Kcjnjr,8,8,2019,730
WXySEp,4,5,2017,355
MkdvYT,2,7,2020,669
cwJflB,4,4,2001,250
SNWwsl,3,6,2004,717
COiYnO,9,2,2015,667
nJCKSX,9,3,2009,359
zWlfBB,9,2,2017,572
bVjrMi,4,8,2007,414
HWYfbX,9,1,2009,891
rbkwxc,3,8,2001,329
WZAtyO,3,5,2008,719
YEcNQS,1,8,2019,212
xNtBqb,3,6,2004,358
YkzzNz,9,4,2002,268
mnNlom,1,3,2019,455
QHjbju,7,4,2001,322
MhUkND,7,9,2004,691
nuleWz,6,9,2020,876
DtOOqE,4,5,2006,280
HxWeAQ,5,8,2018,313
JDYjlZ,8,4,2012,569
uovEed,1,6,2007,563
DDrzel,6,6,2011,417
kfxtXz,5,1,2000,772
sQwfcj,6,6,2002,437
jznnvk,6,1,2018,757
qcJRBW,1,7,2018,802
txViRK,9,5,2000,434
ljJPrI,1,6,2004,657
bmtKML,5,5,2011,549
QdKkIs,9,3,2015,296
OosGBZ,3,3,2013,346
NqGMOo,9,9,2011,478
BfDANN,1,8,2014,654
Agjcig,4,5,2007,400
laRAWU,7,2,2015,693
yjTUPc,5,2,2007,264
OJevZl,6,2,2012,201
KeWgBI,3,1,2006,489
AstACj,1,9,2012,461
dqOIUQ,6,8,2015,346
xhTsBu,4,4,2014,749
NAQJdU,3,9,2013,352
dMYWtT,5,5,2012,267
TSaBpk,2,4,2019,318
eOajvh,8,4,2015,319
MXAyUz,3,6,2012,552
oFxwLw,9,3,2019,317
rYTsQY,2,6,2001,559
DHYcwQ,8,7,2016,263
DAZwXu,6,4,2014,286
wSdUuW,6,5,2008,836
ulrQsP,3,3,2019,714
XkxwqC,6,9,2000,753
HVDboB,6,9,2018,777
BZUWUk,2,6,2020,421
uPIPhZ,3,4,2000,382
YOQVSP,2,5,2015,680
igwKQy,7,4,2014,547
cgNmNu,6,9,2018,381
kplwCX,7,6,2007,274
nbFhlt,2,3,2011,208
gsjWqM,2,6,2010,442
DYslAY,7,8,2004,683
ouykKE,3,8,2004,676
uApplJ,6,5,2013,725
ESdRlu,9,4,2017,528
LNaqSj,1,5,2019,483
